Date,High,Low,Close,Volume,Name
1.73E+12,1.158362585,1.112081679,1.128810099,15733808.05,TWT
1.73E+12,1.220699134,1.117258366,1.144392815,34340371.41,TWT
1.73E+12,1.185190106,1.107730096,1.172405996,29710198.09,TWT
1.73E+12,1.147063953,1.099632886,1.115865166,12592134.93,TWT
1.73E+12,1.13338795,1.064511047,1.106907388,13723209.38,TWT
1.73E+12,1.082649184,1.015192849,1.064511733,11679907.69,TWT
1.73E+12,1.051914798,1.007343741,1.028983296,12602609.87,TWT
1.73E+12,1.056314987,1.013571487,1.035215657,14951305.92,TWT
1.73E+12,1.072064086,1.031528692,1.051996856,10386875.05,TWT
1.73E+12,1.111739682,1.036216358,1.039522133,14298798.49,TWT
1.73E+12,1.08976453,1.061954488,1.088650218,13916044.21,TWT
1.73E+12,1.122512914,1.052119201,1.075687874,19476473.05,TWT
1.73E+12,1.077867222,1.04040709,1.072231275,20935962.76,TWT
1.73E+12,1.058380499,0.97551013,1.050621028,27334764.87,TWT
1.73E+12,1.030879932,0.968795907,0.989888724,25943308.81,TWT
1.73E+12,1.030362662,0.952032625,0.979284125,25667792.11,TWT
1.73E+12,1.049484062,0.986720432,0.991858799,18701689.26,TWT
1.73E+12,1.048443302,0.992014786,1.040916154,14396685.98,TWT
1.73E+12,1.059316694,1.003818847,1.019931067,17713542.15,TWT
1.73E+12,1.081513405,1.010603511,1.04854035,36482299.36,TWT
1.73E+12,1.052456119,0.858855495,1.040248187,73757538.54,TWT
1.73E+12,0.894913444,0.864726465,0.886454415,16860347.46,TWT
1.73E+12,0.873630627,0.829288476,0.869219308,19273544.23,TWT
1.73E+12,0.856442829,0.806567546,0.847200241,15964737.57,TWT
1.73E+12,0.831700208,0.796179424,0.814280322,13025785.25,TWT
1.73E+12,0.832020874,0.809010739,0.83089248,12083023.71,TWT
1.73E+12,0.83743058,0.801023375,0.821179646,17458241.62,TWT
1.73E+12,0.827896458,0.802885161,0.812231072,26999954.02,TWT
1.73E+12,0.83997268,0.776520648,0.812362904,33708403.57,TWT
1.73E+12,0.842125664,0.733021793,0.83071115,94302358.96,TWT
1.73E+12,0.958328909,0.735398137,0.77857455,72762075.67,TWT
1.73E+12,0.983472138,0.942044137,0.945841417,13539265.24,TWT
1.73E+12,0.95801003,0.913924557,0.956402367,14193968.16,TWT
1.73E+12,0.970153626,0.919797007,0.938200772,26040523.37,TWT
1.73E+12,0.973378474,0.83917927,0.969048102,40031721.35,TWT
1.73E+12,0.849055851,0.821844887,0.839674624,7863320.44,TWT
1.73E+12,0.861514995,0.841127185,0.849055851,6391777.39,TWT
1.73E+12,0.84726982,0.810273714,0.844913734,7622991.91,TWT
1.73E+12,0.823767649,0.796776439,0.811104514,6348582.79,TWT
1.73E+12,0.809719013,0.787702814,0.799554301,5753029.79,TWT
1.73E+12,0.831527163,0.770016329,0.790068482,10603440.01,TWT
1.73E+12,0.835847011,0.814062381,0.822533759,6517903.19,TWT
1.73E+12,0.838060952,0.783211685,0.822036104,8569010.84,TWT
1.73E+12,0.852976159,0.811097759,0.811097759,5650239.38,TWT
1.73E+12,0.843162539,0.799548103,0.839110112,6152139.92,TWT
1.73E+12,0.850904004,0.803810533,0.80602293,8156804.59,TWT
1.73E+12,0.86889244,0.845219426,0.848513409,5373918.95,TWT
1.73E+12,0.876677071,0.836644736,0.86582299,6062531.59,TWT
1.72E+12,0.89495978,0.859976272,0.872916833,5011756.19,TWT
1.72E+12,0.905128492,0.851045313,0.867871431,7613851.89,TWT
1.72E+12,0.936438556,0.862246577,0.877216258,6905910.53,TWT
1.72E+12,0.967471171,0.911376838,0.91814045,7590173.33,TWT
1.72E+12,0.982235035,0.942065207,0.956519144,6985452.55,TWT
1.72E+12,0.99888808,0.949314982,0.976597819,8058748.95,TWT
1.72E+12,0.975096121,0.918837676,0.95757279,13663573.64,TWT
1.72E+12,0.925206231,0.898556404,0.919389166,7762900.57,TWT
1.72E+12,0.9291552,0.884783666,0.919908104,7968493.3,TWT
1.72E+12,0.894694485,0.870566528,0.892865044,8501773.28,TWT
1.72E+12,0.879910576,0.836700351,0.87890053,7893381.53,TWT
1.72E+12,0.860878145,0.83771597,0.84555472,6091298.9,TWT
1.72E+12,0.847257337,0.830931626,0.847252146,5965614.81,TWT
1.72E+12,0.845671639,0.818586493,0.838630896,7885425.08,TWT
1.72E+12,0.86796315,0.822715269,0.839685596,10119099.48,TWT
1.72E+12,0.883740967,0.841523165,0.860950458,10311749.99,TWT
1.72E+12,0.87755389,0.851424088,0.859345177,9578518.88,TWT
1.72E+12,0.905360503,0.854091839,0.876339328,11838029.38,TWT
1.72E+12,0.926599607,0.853315509,0.854354638,14110202.64,TWT
1.72E+12,0.907773932,0.876643096,0.902744094,10822031.29,TWT
1.72E+12,0.895097374,0.866692382,0.88785129,13639888.61,TWT
1.72E+12,0.903507436,0.8160694,0.894586479,14955060.52,TWT
1.72E+12,0.874340728,0.813490521,0.823517993,13875918.72,TWT
1.72E+12,0.876846811,0.826170527,0.849143679,13105863.66,TWT
1.72E+12,0.879767007,0.69083685,0.827273602,44111185.6,TWT
1.72E+12,0.932194939,0.849158396,0.875656005,17098653.39,TWT
1.72E+12,0.960464372,0.903703787,0.926390281,14989632.21,TWT
1.72E+12,1.038559574,0.916435676,0.932870822,19824487.58,TWT
1.72E+12,1.036638252,0.949816845,1.032345198,20711641.38,TWT
1.72E+12,1.002073656,0.968638827,0.970723758,9270912.31,TWT
1.72E+12,1.019186499,0.971708738,0.987583434,14939680.89,TWT
1.72E+12,1.024846023,0.995644527,1.008390282,10353058.87,TWT
1.72E+12,1.026978459,0.994861198,1.00215188,7295142.08,TWT
1.72E+12,1.038113431,1.007868025,1.019655086,8183873.12,TWT
1.72E+12,1.027190767,0.990096754,1.021920357,9224671.92,TWT
1.72E+12,0.993573331,0.938894659,0.990886495,13206820.3,TWT
1.72E+12,1.01095715,0.97435367,0.978681261,8249246.76,TWT
1.72E+12,1.041494103,0.985547337,1.005110904,12793912.23,TWT
1.72E+12,1.072701082,1.023502867,1.024771882,20803472.37,TWT
1.72E+12,1.079869491,1.016831946,1.066541043,12920615.26,TWT
1.72E+12,1.083333779,1.050029926,1.075333752,10381009.26,TWT
1.72E+12,1.063386941,1.009705761,1.06060424,12014961.9,TWT
1.72E+12,1.087401653,1.01355451,1.037299324,11160484.69,TWT
1.72E+12,1.097469693,1.059782862,1.059782862,12345146.55,TWT
1.72E+12,1.07674162,1.017537629,1.07583256,13863268.37,TWT
1.72E+12,1.070141094,1.030718615,1.069413547,12497902.6,TWT
1.72E+12,1.037283387,1.010893262,1.030668798,10774757.73,TWT
1.72E+12,1.03670205,0.994933837,1.0119395,11349674.85,TWT
1.72E+12,1.025346227,0.990885416,1.025333505,10277683.97,TWT
1.72E+12,1.046428117,1.00323482,1.00410124,11178150.29,TWT
1.72E+12,1.029196076,0.99695992,1.018583912,10341212.11,TWT
1.72E+12,1.026253586,0.994945691,1.020599017,10501677.24,TWT
1.72E+12,1.017467098,0.926370151,1.010566687,17027016.54,TWT
1.72E+12,1.059791856,0.970375211,0.973124421,14081846.18,TWT
1.72E+12,1.052322196,0.960464988,1.035222248,13343158.39,TWT
1.72E+12,1.000073668,0.840253059,0.985170378,32863284.17,TWT
1.72E+12,1.084732814,0.923501865,0.931546244,27082638.73,TWT
1.72E+12,1.104053826,1.057437542,1.073195872,17405766.49,TWT
1.72E+12,1.118176673,1.047917297,1.098037645,18826070.09,TWT
1.72E+12,1.093442978,1.054975193,1.05806729,10259027,TWT
1.72E+12,1.087283657,1.034019319,1.085500357,10723971.45,TWT
1.72E+12,1.073604712,1.036206159,1.038074533,11849911.08,TWT
1.72E+12,1.057237291,1.027690995,1.041213955,15297250.28,TWT
1.72E+12,1.043815048,0.999477312,1.032704756,18805284.26,TWT
1.72E+12,1.020872713,0.991594689,1.012665717,9262727.95,TWT
1.72E+12,1.033633823,1.005031089,1.012266909,9908324.75,TWT
1.72E+12,1.014782815,0.960685552,1.014211028,13839994.1,TWT
1.72E+12,1.026355492,0.970105811,0.970841779,9318449.96,TWT
1.72E+12,1.015304496,0.987366966,0.991532705,9304594.39,TWT
1.72E+12,1.043242908,0.985309657,1.014527378,12044035.42,TWT
1.72E+12,1.064310013,0.998725481,1.023161036,11943977.02,TWT
1.72E+12,1.03386293,0.980093878,1.004879534,11170841.63,TWT
1.72E+12,1.066798614,0.91596585,0.997602938,25006346.17,TWT
1.72E+12,1.12395814,1.041677272,1.066816155,14896307.76,TWT
1.72E+12,1.121556862,1.1026587,1.114992912,5886252.8,TWT
1.72E+12,1.122323325,1.094380435,1.111620295,6774821.28,TWT
1.72E+12,1.126621839,1.080164209,1.105908245,11743440.81,TWT
1.72E+12,1.147461465,1.091487853,1.103125754,10573401.89,TWT
1.72E+12,1.181205872,1.096579132,1.144669349,13440442.75,TWT
1.72E+12,1.130428932,1.089681136,1.115973009,17310352.17,TWT
1.72E+12,1.175560367,1.121300197,1.130504795,12518914.81,TWT
1.72E+12,1.189952502,1.161793569,1.168593876,10365034.63,TWT
1.72E+12,1.228744222,1.161316488,1.172071437,11947459.56,TWT
1.72E+12,1.354400302,1.156663552,1.213947805,27971836.49,TWT
1.72E+12,1.379168944,1.310653817,1.32716072,18925626.08,TWT
1.72E+12,1.417744837,1.336644167,1.362561628,52362622.83,TWT
1.72E+12,1.390670702,1.225345721,1.351034374,38794233.89,TWT
1.72E+12,1.267882383,1.208011016,1.231210809,11951428.89,TWT
1.72E+12,1.286695863,1.215323467,1.217226037,14085332.17,TWT
1.72E+12,1.305151754,1.194758069,1.286694752,21836147.71,TWT
1.72E+12,1.251765653,1.192079886,1.208186278,17581328.11,TWT
1.72E+12,1.221739016,1.168898983,1.21502903,24887062.82,TWT
1.72E+12,1.201317534,1.132594082,1.173319842,19331869.68,TWT
1.72E+12,1.163557621,1.100811553,1.156906227,17386492.39,TWT
1.72E+12,1.13321408,1.099988329,1.121939515,10616945.68,TWT
1.72E+12,1.125671352,1.099413199,1.100572076,7326367.14,TWT
1.72E+12,1.12614452,1.107056263,1.123400836,11035301.26,TWT
1.72E+12,1.132141187,1.085491691,1.11230725,11651563.2,TWT
1.72E+12,1.12732463,1.062300517,1.103095521,14812499.16,TWT
1.72E+12,1.12555704,1.087226708,1.110900906,14008887.14,TWT
1.72E+12,1.150915756,1.104197196,1.10565371,16344897.68,TWT
1.72E+12,1.131872014,1.064098609,1.131872014,15741109.67,TWT
1.72E+12,1.109592366,1.065117649,1.071633131,9620406.76,TWT
1.72E+12,1.115133285,1.081038597,1.101955572,12984025.85,TWT
1.72E+12,1.110384431,1.068894723,1.098872579,9140906.59,TWT
1.72E+12,1.087016156,1.044110857,1.076909604,12810913.3,TWT
1.72E+12,1.10013163,1.041090079,1.078310883,10973852.2,TWT
1.72E+12,1.082132522,1.030268937,1.045148529,10553981.74,TWT
1.72E+12,1.093487904,1.032348157,1.072308242,9987867.07,TWT
1.72E+12,1.094891293,1.065380865,1.076975508,6430845.06,TWT
1.72E+12,1.09906846,1.070526926,1.07076329,5693085.91,TWT
1.72E+12,1.126323203,1.072563784,1.084799951,8861829.91,TWT
1.72E+12,1.136410596,1.08886501,1.116187202,11024901.9,TWT
1.72E+12,1.130196044,1.097345548,1.129221408,8509177,TWT
1.72E+12,1.150110179,1.106973291,1.107037798,8811269.82,TWT
1.72E+12,1.185826,1.117362857,1.125212531,13062889.76,TWT
1.71E+12,1.192270474,1.129009398,1.141742451,12333686.5,TWT
1.71E+12,1.246672227,1.156426737,1.183829058,22636510.38,TWT
1.71E+12,1.221751742,1.048591263,1.189093362,35342211.35,TWT
1.71E+12,1.070023108,0.991056493,1.062074138,11343371.21,TWT
1.71E+12,1.059197471,0.931378976,1.028154064,24883881.69,TWT
1.71E+12,1.06361921,0.967687556,1.057215992,20495613.66,TWT
1.71E+12,1.065665936,0.994153902,1.039094115,17647429.57,TWT
1.71E+12,1.082062302,1.049247545,1.05210073,8973568.31,TWT
1.71E+12,1.076261198,1.015958929,1.05212381,9716114.39,TWT
1.71E+12,1.100501197,1.051139962,1.069695794,9666692.52,TWT
1.71E+12,1.106333535,1.04743659,1.087567015,11317883.26,TWT
1.71E+12,1.162032671,1.075444158,1.092197529,13280073.61,TWT
1.71E+12,1.204184544,1.131781264,1.143821116,15103271.9,TWT
1.71E+12,1.198450361,1.138031353,1.187323694,12398161.83,TWT
1.71E+12,1.173315385,1.125559311,1.138047337,11764461.31,TWT
1.71E+12,1.150820605,1.091361342,1.1380741,11608788.01,TWT
1.71E+12,1.14010758,1.020657642,1.116627689,13822256.43,TWT
1.71E+12,1.085619467,0.996661454,1.080189384,13508431.34,TWT
1.71E+12,1.059375765,0.977594744,1.017102341,22320087.31,TWT
1.71E+12,1.022898192,0.931204051,1.002666393,16085585.4,TWT
1.71E+12,1.142398421,0.970322706,1.004270292,26249696.05,TWT
1.71E+12,1.108727291,0.961234799,1.098847472,34996688.98,TWT
1.71E+12,1.137178883,0.841168755,0.989537219,41085879.22,TWT
1.71E+12,1.273361706,1.058229666,1.107114049,25923981.09,TWT
1.71E+12,1.27965682,1.239487854,1.256206853,13974876.08,TWT
1.71E+12,1.245199112,1.187907026,1.245125225,15176679.58,TWT
1.71E+12,1.310568402,1.22528106,1.229087358,19680504.16,TWT
1.71E+12,1.331377188,1.225230547,1.304768041,37161628.54,TWT
1.71E+12,1.268626771,1.23100873,1.24252308,15226887.28,TWT
1.71E+12,1.282688114,1.256249173,1.256348583,11438368.66,TWT
1.71E+12,1.268174469,1.232385532,1.261814192,15637454.32,TWT
1.71E+12,1.309931189,1.248106316,1.262157637,17630323.42,TWT
1.71E+12,1.347272144,1.242521434,1.272231615,21762425.05,TWT
1.71E+12,1.344073884,1.243194671,1.289848489,24966456.87,TWT
1.71E+12,1.410929758,1.313378102,1.342051743,19440251.06,TWT
1.71E+12,1.400879883,1.365012538,1.400879883,12403004.54,TWT
1.71E+12,1.409489144,1.362010148,1.369754801,14885387.57,TWT
1.71E+12,1.435692722,1.371817774,1.383207374,16286499.06,TWT
1.71E+12,1.433749472,1.376263789,1.403794552,16412075.93,TWT
1.71E+12,1.458390788,1.370610783,1.398499368,28894036.36,TWT
1.71E+12,1.462515776,1.396165707,1.417568196,23115280.1,TWT
1.71E+12,1.448434703,1.400522822,1.422643256,24009339.38,TWT
1.71E+12,1.41387861,1.360245409,1.405669378,26369193.87,TWT
1.71E+12,1.403945447,1.306121719,1.378822555,15368227.15,TWT
1.71E+12,1.37185614,1.289112644,1.319686385,15442367.07,TWT
1.71E+12,1.370705404,1.310796039,1.354148306,17220066.03,TWT
1.71E+12,1.362521413,1.216643209,1.355164985,32999232.78,TWT
1.71E+12,1.329119486,1.184853502,1.221824693,44638153.26,TWT
1.71E+12,1.409813946,1.300869057,1.315313204,23461140.04,TWT
1.71E+12,1.418957772,1.299782337,1.402994145,22206672.5,TWT
1.71E+12,1.486106149,1.32344813,1.351405005,40505165.12,TWT
1.71E+12,1.540056127,1.374209603,1.45278335,61669816.61,TWT
1.71E+12,1.665541001,1.45747228,1.525531558,50231657.68,TWT
1.71E+12,1.651922592,1.56470872,1.634557897,36807430.23,TWT
1.71E+12,1.706223937,1.584035929,1.603701418,48039191.08,TWT
1.71E+12,1.670284203,1.563069286,1.66058427,40123405.63,TWT
1.71E+12,1.655153302,1.526343161,1.616557522,45142077.88,TWT
1.71E+12,1.634806655,1.476342981,1.546337998,37347923.87,TWT
1.71E+12,1.526744049,1.445663017,1.479301817,33671993.33,TWT
1.71E+12,1.497822658,1.409562015,1.486276304,35430421.52,TWT
1.71E+12,1.436040338,1.30521973,1.415208501,47627508.07,TWT
1.71E+12,1.49581306,1.272617964,1.348139645,65119666.84,TWT
1.71E+12,1.500709164,1.420113967,1.458678779,35653882.35,TWT
1.71E+12,1.514124948,1.433769052,1.465004622,29732059.53,TWT
1.71E+12,1.500194714,1.409220493,1.492967462,29803737.59,TWT
1.71E+12,1.432390227,1.36853272,1.429316116,22364982.44,TWT
1.71E+12,1.447699798,1.340958199,1.377488248,38332285.05,TWT
1.71E+12,1.42944347,1.297310766,1.390679321,43433070.23,TWT
1.71E+12,1.378138767,1.315838249,1.356338672,23762028,TWT
1.71E+12,1.333013461,1.285026087,1.322819948,25045714.55,TWT
1.71E+12,1.346006447,1.307060276,1.328730723,15595745.92,TWT
1.71E+12,1.343314905,1.268916354,1.333028856,23127428.74,TWT
1.71E+12,1.323245647,1.232476626,1.279773604,35754059.53,TWT
1.71E+12,1.317545686,1.242468096,1.255223876,32953662.44,TWT
1.71E+12,1.324051153,1.237470034,1.280587083,43266424.89,TWT
1.71E+12,1.373834446,1.263262379,1.313201155,53504435.72,TWT
1.71E+12,1.39244459,1.321513369,1.364196196,53998829.97,TWT
1.71E+12,1.386595565,1.329648988,1.346403467,71644104.96,TWT
1.71E+12,1.339328598,1.222177185,1.334762531,95107802.47,TWT
1.71E+12,1.23889504,1.197316563,1.232589707,40252644.95,TWT
1.71E+12,1.234388273,1.196284925,1.216138363,43958520.9,TWT
1.71E+12,1.229706855,1.191827066,1.228008274,18581068.77,TWT
1.71E+12,1.23519894,1.175712406,1.200470107,22472382.2,TWT
1.71E+12,1.196392747,1.152143556,1.191968239,16584479.69,TWT
1.71E+12,1.199021846,1.152610295,1.159671719,16575181.85,TWT
1.71E+12,1.165014791,1.13584176,1.157028623,12405100.14,TWT
1.71E+12,1.162837361,1.137589797,1.147441941,20033791.85,TWT
1.71E+12,1.168413714,1.14405168,1.14540765,10482251.56,TWT
1.71E+12,1.16038662,1.126258799,1.151866782,11828679.09,TWT
1.71E+12,1.145683698,1.114679139,1.138763856,9737936.59,TWT
1.71E+12,1.132954468,1.104180575,1.127690304,12496138.09,TWT
1.71E+12,1.128068533,1.108141324,1.11696555,7701698.34,TWT
1.71E+12,1.14823387,1.11566449,1.121459426,11636948.64,TWT
1.71E+12,1.127506989,1.089486682,1.127429049,11992860.34,TWT
1.71E+12,1.097965091,1.051428236,1.092984738,13945796.6,TWT
1.71E+12,1.109238593,1.064107367,1.071844048,17320598.99,TWT
1.71E+12,1.131623011,1.09854533,1.105166036,13622313.05,TWT
1.71E+12,1.130068539,1.093930269,1.125302209,14015746.45,TWT
1.71E+12,1.155032608,1.109943624,1.1222606,14159575.78,TWT
1.71E+12,1.161800859,1.13859487,1.146323619,9186445.76,TWT
1.71E+12,1.149995848,1.100325678,1.145457002,14512282.45,TWT
1.71E+12,1.110713497,1.069861409,1.106226699,13724085.34,TWT
1.71E+12,1.136285998,1.062226555,1.08261475,22572820.07,TWT
1.71E+12,1.08825847,1.015504641,1.074201942,28740651.45,TWT
1.71E+12,1.129047167,1.055017533,1.060455767,15009737.14,TWT
1.71E+12,1.148346937,1.120780318,1.12346307,9820320.32,TWT
1.71E+12,1.136983866,1.088582322,1.133288233,9612230.02,TWT
1.71E+12,1.110074425,1.041488822,1.096990553,23353495.86,TWT
1.71E+12,1.166741119,1.085644809,1.105484166,17548437.63,TWT
1.71E+12,1.170351759,1.139184499,1.154456468,10183372.99,TWT
1.71E+12,1.172175606,1.139190679,1.158855332,10596440.7,TWT
1.71E+12,1.164695125,1.116817621,1.15394433,12941319.12,TWT
1.71E+12,1.174721822,1.116823419,1.116823419,10472774.12,TWT
1.71E+12,1.167657622,1.111580563,1.156869454,10388771.28,TWT
1.71E+12,1.209541825,1.108567663,1.137378264,18402445.74,TWT
1.70E+12,1.218383455,1.148656853,1.187992566,23590877.27,TWT
1.70E+12,1.165528882,1.054130198,1.164161978,21874219.2,TWT
1.70E+12,1.112510412,1.039767595,1.061574587,24088091.73,TWT
1.70E+12,1.115593629,1.016515501,1.108373373,26342475.04,TWT
1.70E+12,1.128986979,1.055663724,1.062616077,11504903.17,TWT
1.70E+12,1.139823742,1.066638739,1.109314188,13795140.15,TWT
1.70E+12,1.18208704,1.1084477,1.137684216,17491637.51,TWT
1.70E+12,1.193463138,1.13951966,1.176313435,17847762.14,TWT
1.70E+12,1.304879738,1.091470454,1.154540142,52107268.97,TWT
1.70E+12,1.285254496,1.233365705,1.277944148,27871068.81,TWT
1.70E+12,1.261116554,1.20213999,1.259309238,14295396.78,TWT
1.70E+12,1.264857229,1.203104671,1.22091939,16607446.41,TWT
1.70E+12,1.29085265,1.239058301,1.251135932,13752875.51,TWT
1.70E+12,1.311104067,1.231166107,1.264074254,19758429.74,TWT
1.70E+12,1.338821833,1.247277775,1.268328774,25115475,TWT
1.70E+12,1.326939598,1.249638698,1.318680084,32462797.73,TWT
1.70E+12,1.38483134,1.233374088,1.326900402,64168378.3,TWT
1.70E+12,1.299783643,1.214690952,1.277230252,27524249.9,TWT
1.70E+12,1.274701971,1.2095313,1.227577526,28214181.55,TWT
1.70E+12,1.244185324,1.178424321,1.224582052,20685631.69,TWT
1.70E+12,1.22034273,1.170717178,1.212955906,20624960.35,TWT
1.70E+12,1.223928381,1.166617752,1.200824793,23271457.36,TWT
1.70E+12,1.181418645,1.114525048,1.169343863,19926069.42,TWT
1.70E+12,1.157557034,1.111658982,1.122979357,14947398.65,TWT
1.70E+12,1.153462697,1.080686966,1.138648624,18207602.49,TWT
